name;title;purchase_date
Jena Mclaughlin;Romance of the Three Kingdoms IX;1923-09-28
Eaton Higgins;Dawn of Discovery;1913-09-01
Jolie Baxter;Splat Renegade Paintball;2002-10-03
Maisie Hodge;Game of Thrones: Episode Two - The Lost Lords;1982-06-16
Lee Dunlap;I-Ninja;1994-10-02
Kevin Crosby;Magic: The Gathering - Duels of the Planeswalkers 2013;1957-10-07
Ulysses Hickman;Membrane;1930-10-22
Holmes Fulton;Sid Meier's Civilization VI: Rise and Fall;1945-11-30
Isabelle Hopkins;GTI Club Supermini Festa!;1961-01-09
Wesley Ayala;MDK 2: Armageddon;2001-09-08
Madaline Montoya;TOCA Race Driver 3;1996-10-26
Quemby Case;Future Tactics: The Uprising;1951-11-12
Anastasia Caldwell;Samorost 3;2009-10-03
Rosalyn Russell;Tomb Raider: Legend;1958-10-05
Brooke Manning;Inazuma Eleven;1913-10-24
Desiree Beach;Rumble Roses XX;1979-04-04
Stone England;Tell Me Why;1912-10-11
Nathaniel Lowery;Pro Evolution Soccer 2011;2007-01-14
Justine Ingram;Tom Clancy's Splinter Cell Chaos Theory;1955-07-22
Sheila Oliver;Aero Porter;1960-08-27
Leslie Nicholson;Neon Abyss;1967-03-21
Nolan Beck;Mario Kart 8;2000-08-06
Cassady Merritt;Fieldrunners;1923-05-09
Amity Ortega;The Cursed Crusade;1905-12-26
Samantha Weaver;Football Manager Handheld 2010;1921-07-07
Lara Strong;NBA Live 07;2011-02-05
Hakeem Walls;Sam & Max Episode 106: Bright Side of the Moon;1934-11-29
Olivia Rocha;Earthworm Jim;1910-11-07
Buffy Wood;Marlow Briggs and the Mask of Death;1961-08-17
Holmes Fulton;Sushi Striker: The Way of Sushido;1955-08-08
Karly Fields;Vancouver 2010 - The Official Video Game of the Olympic Winter Games;2010-11-08
Rose Hartman;Sega Rally Revo;2008-08-24
Ivor Zimmerman;Harvest Moon: Animal Parade;1980-04-15
Cade Whitehead;Kessen;1932-07-20
Candice Jimenez;The Crew 2;2007-01-30
Nigel Carter;X-Men Legends II: Rise of Apocalypse;1959-04-14
Daquan James;RayStorm;1974-01-18
Paloma Miranda;Grand Theft Auto;1914-04-01
Cameron Mclaughlin;GRID;1994-10-08
Lawrence Dickerson;Winning Eleven: Pro Evolution Soccer 2007;1953-04-07
Linda Mays;Lost Planet 2;1923-03-22
Aurelia Stephenson;Morningstar: Descent to Deadrock;1953-12-25
Winter Hampton;Exit;1956-07-30
Madaline Montoya;Pirates of the Caribbean: Dead Man's Chest;1919-05-24
Clarke Davenport;R-Type Dimensions EX;1920-10-27
Harriet Bush;Virtual Pool 3;2008-01-10
Penelope Bolton;Keep Talking and Nobody Explodes;1954-05-09
Callum Barron;Beat Sketcher;1945-12-24
Neve Anderson;Tomb Raider Underworld: Beneath the Ashes;1999-11-05
Kamal Talley;Iron Man;1943-08-22
Karly Fields;Guitar Hero: Aerosmith;2010-03-20
Desiree Heath;The Invincible Iron Man;1986-04-13
Britanney Hardin;LIT;2015-12-05
Melinda Mills;Where the Wild Things Are;1922-09-13
Dorian Gaines;NBA 2K11;2007-11-06
Benedict Blair;TT Isle of Man;2004-07-01
Karly Fields;Orphen: Scion of Sorcery;1971-11-29
Glenna Benjamin;Bee Simulator;2013-11-01
Haley Duncan;Alice in Wonderland;1938-10-03
Denise Donovan;Yesterday Origins;1981-02-22
Charde Salinas;Nintendo Labo: Toycon 04 VR Kit;1990-12-08
Yuli Gibson;Scratches;1939-06-12
Carter Bryan;Air Traffic Chaos;1979-12-19
Luke Strickland;Wave Race 64;1984-07-30
Heidi Ellis;Light Fall;2010-05-26
Warren Hunter;Breakdown;1902-05-26
Raymond Barnes;Star Wars Jedi Knight: Jedi Academy;1957-08-19
Reese Wilcox;Dungeon Lords;1950-05-24
Kay Chambers;Resonance;1949-06-15
Bertha Morse;Picross 3D;2002-08-12
Lila Maynard;Timespinner;2014-04-05
Reese Wilcox;Urban Trial Freestyle;1912-09-12
Dorian Gaines;Forager;2012-02-03
Marshall Ray;True Crime: New York City;1995-08-27
Jackson Maddox;Lunar: Silver Star Story Complete;1961-10-27
Callum Barron;Obscure;1919-05-20
Melinda Mills;MLB;1915-09-17
Hector Stark;Sydney 2000;1954-10-12
Victoria Neal;Naruto: Ultimate Ninja Storm;1944-05-02
Dylan Hutchinson;Hatsune Miku: Project Diva Future Tone - Colorful Tone;1961-08-11
Yasir Case;Project Gotham Racing 3;1914-06-10
Dennis Lloyd;Advance Wars: Days of Ruin;1915-12-30
Nelle Meadows;Hero Defense;1948-07-08
Amaya Richardson;Alexander;1927-03-27
Samantha Kidd;Sengoku;1912-02-22
Kessie Garza;Goetia;2005-07-03
Imogene Fuller;The Bunker;2006-08-16
Amy Harris;Space Force: Rogue Universe;1900-10-12
Winter Hampton;The Detail;1960-02-02
Jillian Ellis;Rayman Legends;1982-09-03
Jescie Kirkland;Stupid Invaders;1964-07-31
Chancellor Jennings;Burly Men At Sea;1911-07-30
Raymond Barnes;GRID;1908-03-21
Aimee Hopper;Ultimate Ride;1959-05-20
Lael Olsen;Diplomacy;1952-02-24
Lucius Parrish;Galactic Civilizations II: Twilight of the Arnor;1923-09-01
Hector Stark;Cloning Clyde;2001-01-16
Rafael Stein;Super Princess Peach;2010-09-17
Jescie Schroeder;Heroes of the Pacific;1923-09-27
Rama Stuart;Motocross Mania;2010-10-18
Fitzgerald Berg;DanceMasters;1938-03-22
Phyllis Valenzuela;24: The Game;1982-12-01
Kessie Garza;Lost Dimension;1912-12-16
Branden Haney;Electronic Super Joy;2010-11-23
Meghan Bullock;Asura's Wrath;2012-03-04
Madaline Montoya;Quake 4;1943-10-01
Winter Hampton;Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night;1971-02-24
Hakeem Walls;Phantasy Star Collection;1988-04-18
Jescie Kirkland;Guilty Gear X2 #Reload;1932-06-08
Echo Curtis;MUD - FIM Motocross World Championship;2008-09-06
Ulysses Ramos;Monopoly Streets;1986-05-31
Castor Anderson;Dance Dance Revolution Extreme;2010-07-20
Gary Fuller;Counter-Strike;1929-07-15
Jesse Schmidt;Burnout Revenge;1940-12-07
Cruz Doyle;Tom Clancy's Rainbow Six Siege;1981-07-24
Brenden Maddox;Major League Baseball 2K9;1930-09-07
Brooke Manning;Grandia II Anniversary Edition;1943-03-11
James Cannon;Ghostbusters: The Video Game Remastered;1939-10-25
Elmo Key;Virtua Tennis;1960-02-29
Nita Abbott;Cold War;2014-04-21
Ivor Chambers;Fairy Tail;1932-01-11
Cooper Benjamin;Darkened Skye;1978-12-29
Cruz Doyle;NBA Street Showdown;1933-03-29
Paloma Miranda;F1 Race Stars;1973-08-07
Maia Vincent;Metal Gear Solid 2: Substance;1972-05-29
Barrett Noble;Aragami: Shadow Edition;1901-06-14
Lee Dunlap;White Knight Chronicles II;1981-05-04
Mariam Harrison;DiRT Showdown;1954-08-02
Brooke Wallace;Alone in the Dark: The New Nightmare;1918-09-21
Hedda Cooke;Tsugunai: Atonement;1966-10-03
Callum Stevenson;Q*Bert;1970-10-15
Violet Gordon;Front Mission 4;1911-04-28
Carlos Rose;Need for Speed: Most Wanted 5-1-0;1992-06-04
Maryam Chan;Strider;1967-07-01
Hiroko Brock;Demolition Racer: No Exit;2021-10-28
Mason Miranda;Edna & Harvey: The Breakout;1905-05-26
Abra Hull;Wildlife Park;1906-09-04
Jael Farrell;The Last Federation;1951-03-17
Lars Barron;Ugly Americans: Apocalypsegeddon;2013-09-10
Oren Harrington;Rayman Origins;2010-04-10
Maryam Chan;Spider-Man 2;2003-06-15
Roth Bradshaw;Ninja Gaiden Sigma;1976-11-23
Callum Stevenson;Ferrari F355 Challenge;1957-06-13
Reese Wilcox;Slay the Spire;1947-06-10
Leonard Sellers;Metal Gear Solid V: Ground Zeroes;2006-01-13
Adria Bowers;LEGO Marvel Super Heroes;1904-02-12
Priscilla Hamilton;Pokemon Y;1949-09-11
Skyler Hobbs;Ashen;1968-12-10
Dorian Gaines;Empire Earth II: The Art of Supremacy;1922-08-05
Griffin Whitney;Warhammer 40,000: Space Marine;2002-01-30
Daniel Calhoun;Over the Hedge;1908-02-20
Carly Owen;Through the Woods;1980-09-12
Clarke Davenport;1000 Tiny Claws;1929-05-09
Branden Watts;Tetris 99;1914-01-02
Timon Stout;Rome: Total War Alexander;1967-12-29
Scarlet Farmer;Cave Story;1998-01-06
Joseph Reilly;SimAnimals;1900-06-10
Bert Cantrell;Call of Juarez: Bound in Blood;1971-04-12
Velma Stuart;Dawn of Man;1957-11-08
Aurelia Stephenson;Legacy of Ys: Books I & II;1967-07-04
Amaya Richardson;This is the Police 2;1937-12-09
Thor Cooke;The Haunted Mansion;1908-04-16
Isabelle Hopkins;The Shapeshifting Detective;1992-03-18
Nathan Wong;Harry Potter and the Order of the Phoenix;1916-12-19
Dustin Francis;NFL Fever 2002;1988-02-19
Ursa Martin;Red Dead Redemption 2;1945-12-06
Orson Vincent;Resident Evil: Resistance;1940-12-17
Zena Bright;Wik & the Fable of Souls;1913-12-05
Deirdre Castaneda;World of Warcraft: Mists of Pandaria;1952-02-12
Vielka French;BioShock 2;2017-07-23
Jack Watkins;Armed and Dangerous;1924-03-15
Lunea Chen;Universe at War: Earth Assault;1979-02-11
Hayden Hunter;Breakdown;2000-12-04
Thor Cooke;Order of Battle: Pacific;2000-09-20
Guinevere Flynn;SOCOM: U.S. Navy SEALs Fireteam Bravo;1979-06-22
Leonard Sellers;Pariah;1924-01-19
Graiden Garrison;Starsky & Hutch;1973-11-16
Brett Vinson;Minecraft: Story Mode Season Two - Episode 1: Hero in Residence;1959-09-19
Daphne Powers;The End Is Nigh;1964-08-03
Colleen Mcintyre;Mike Tyson Boxing;1964-10-13
Kimberley Cannon;Bakugan: Champions of Vestroia;1965-08-21
Nicole Vargas;Ford Bold Moves Street Racing;2003-06-02
Bert Cantrell;Streets of Rage 4;1903-05-31
Dawn Shelton;The Disney Afternoon Collection;1971-05-20
Portia Tillman;Chronology;1993-10-24
Joy French;Ribbit King;1920-06-16
Katelyn Lawrence;Hustle Kings;1931-05-26
Daphne Powers;Judge Dredd: Dredd VS Death;1998-06-21
Kimberley Cannon;AI: The Somnium Files;2009-10-16
Naida Rosales;Star Wars: Battlefront (2004);1910-09-30
Nigel Terry;Shining Soul II;1905-06-07
Brenden Battle;Quantum Conundrum;1943-08-22
Nolan Beck;Tom Clancy's Rainbow Six Vegas 2;1914-02-24
Maryam Chan;Snooker 19;1939-10-21
Ocean Campbell;F.E.A.R. 3;1960-11-13
Jelani Carter;Alien Havoc;1967-11-10
Daphne Meyer;Gabriel Knight 3: Blood of the Sacred, Blood of the Damned;1946-04-06
Kylie Sellers;Baldur's Gate: Enhanced Edition;1979-05-20
Stone Witt;Megadimension Neptunia VII;2000-02-27
Marshall Ray;Rocky;1934-11-02
Jared Gibson;A Case of Distrust;1942-09-21
Callum Stevenson;Disney's Extreme Skate Adventure;1987-05-01
Jena Mclaughlin;Infernium;1922-08-30
Jeremy Webster;Fear Effect Sedna;2017-08-30
Allistair Lynn;Zombi;1999-07-19
Melissa Lopez;Rotastic;2017-11-15
Daquan Cooley;Jewel Master: Egypt;1948-05-27
Xavier Henderson;Soldner-X 2: Final Prototype;1954-11-17
Amelia Irwin;Mark of the Ninja;1924-12-19
Tatyana Johnson;The Last of Us Remastered;1992-06-08
Candice Jimenez;Gratuitous Space Battles;1994-05-24
Jessamine O'brien;World Tour Soccer;2018-12-19
Shaine Parsons;"Hyperdimension Neptunia Re;Birth3: V Generation";2013-07-17
Ciara Berger;Resident Evil 2;1947-12-06
Petra Glass;Pride of Nations;1959-10-26
Charde Salinas;Nintendo Labo: Toycon 01 Variety Kit;1960-04-21
Adria Griffin;The Escapists 2;1948-05-28
Cyrus Dickerson;Infernium;1915-08-15
Alan Cox;Cars;1910-11-27
Vielka French;Spy Hunter;1951-06-17
Luke Strickland;Astonishia Story;1905-04-07
Dawn Shelton;Need for Speed: Carbon;1935-10-26
Ocean Campbell;Inuyasha: Feudal Combat;1980-01-05
Vanna Phillips;Batman: Arkham Asylum;1945-01-25
Francis Hodge;Resonance;2000-10-09
Lars Barron;Zombie Driver;1923-02-14
Devin Dunlap;Secret Files 2: Puritas Cordis;1957-02-19
Hedda Cooke;Dead Space;1929-01-24
Abel Allison;Jack the Ripper;1998-02-10
Olivia Love;Silent Hunter 5: Battle of the Atlantic;1967-07-08
Bree Banks;Soldner-X 2: Final Prototype;1950-12-23
Carlos Rose;Close Combat: First to Fight;1974-12-06
Hanna Foster;Snoopy Flying Ace;1979-09-12
Xavier Dunn;World of Tanks;1930-05-15
Angelica Hardy;Treasure World;1913-05-06
George Ferguson;The Suffering: Ties That Bind;2011-08-10
Fuller Underwood;Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien;2015-07-20
Joseph Reilly;Happy Feet;1960-06-08
Carly Hartman;NHL 17;2016-09-27
Denton Holmes;Puyo Puyo Tetris;2000-05-28
Dexter Downs;Fat Princess: Fistful of Cake;1991-06-18
Hanna Walker;50 Cent: Bulletproof;1958-12-05
Lara Strong;Dungeon Siege III;1952-05-17
Velma Stuart;X-Men Origins: Wolverine;1922-05-17
Hu Nguyen;Gradius Collection;1972-10-25
Yoshi Buckley;Tom Clancy's Rainbow Six Vegas;1951-11-07
Jeanette Hodge;Human: Fall Flat;1932-03-06
Anjolie Harmon;Rayman 3 HD;1998-04-11
Holmes Fulton;Arslan: The Warriors of Legend;1941-02-04
Aline Kim;Hulk;1960-12-25
Keane White;Tony Hawk's Downhill Jam;1921-04-04
Samantha Kidd;Madden NFL 2001;1970-09-01
Leilani Burton;Tribes: Vengeance;1991-02-20
Lee Dunlap;TMNT: Mutant Melee;1995-12-17
Cyrus Duran;Gretzky NHL 06;1920-03-14
Pamela Harvey;Buffy the Vampire Slayer: Wrath of the Darkhul King;1904-12-04
Hanna Walker;The Sopranos: Road to Respect;1908-06-30
Odessa Travis;Spellbreak;2000-08-19
Keefe Morin;Heroes of Might and Magic V: Hammers of Fate;1955-02-15
Tallulah Patrick;Mutant Storm Reloaded;1969-12-23
Deirdre Benson;Tekken Advance;2011-07-11
Cooper Benjamin;Wandersong;1947-08-18
Carter Bryan;Forza Horizon 3;2020-03-29
Carlos Mcmillan;The King of Fighters XIII;1936-11-07
Cyrus Dickerson;Dillon's Dead-Heat Breakers;1913-10-05
Priscilla Hamilton;Indiana Jones and the Emperor's Tomb;1968-10-23
Fuller Underwood;R-Type Dimensions;1956-01-15
Kylan Sosa;Everblue 2;1987-07-17
Nolan Beck;Heaven & Hell (2003);1932-08-27
Upton Marks;Thumper;1923-03-06
Leilani Burton;Deus Ex: Human Revolution;1999-09-03
Drew Walton;Airborne Assault: Highway to the Reich;1936-04-14
Ulysses Hickman;Jotun: Valhalla Edition;1902-01-21
Jasper Woodard;Dungeons & Dragons: Chronicles of Mystara;2006-09-05
Kevin Crosby;We Love Golf!;1916-03-30
Angelica George;Monster Jam Steel Titans;1989-02-12
Odysseus Howe;Total War: WARHAMMER - Call of the Beastmen;1998-07-09
Mara Juarez;A Bird Story;1970-07-06
Demetrius Vang;Downwell;1908-09-13
Maisie Hodge;GoldenEye 007;1963-02-11
Caleb Bray;Digimon Story Cyber Sleuth;1927-02-28
Kiona Rosario;Doraemon: Story of Seasons;1999-04-11
Colleen Mcintyre;Invizimals;2013-06-13
Ivan O'Neill;Crash Nitro Kart;1979-12-18
Kay Chambers;Metal Gear Solid HD Collection;1975-09-04
Vaughan Payne;Malice;1994-11-28
Howard Baird;Star Wars: Battlefront;1977-12-23
Neville Baxter;Untold Legends: Brotherhood of the Blade;1924-12-06
Rylee Lloyd;UEFA Euro 2012;1912-07-08
Stella Harris;L.A. Noire;1944-11-13
Alfreda Melton;Bulletstorm: Full Clip Edition;1956-07-14
Avram Callahan;ToeJam & Earl: Back in the Groove;1903-03-29
Megan Rosales;Naruto Shippuden: Ultimate Ninja Storm 3;1945-02-10
Jasper Copeland;Archangel: Hellfire;2008-11-03
Hannah Wynn;Ace Combat: Assault Horizon Legacy;1993-08-24
Warren Hunter;The Lord of the Rings: War in the North;1949-08-09
Griffith Weiss;Farming Simulator 2013;1950-06-12
Penelope Bolton;Death Track: Resurrection;1983-01-06
Jasper Woodard;Dave Mirra Freestyle BMX;1965-02-10
Jarrod Vasquez;Dominions 3: The Awakening;2007-04-16
Justine Ingram;Fire Emblem: Radiant Dawn;1951-12-19
Pandora Bullock;Yes, Your Grace;1935-07-22
Pearl Bishop;RAGE 2;2012-10-21
Evelyn Burch;Atlas Reactor;1933-06-05
Cameron Mclaughlin;This is the Police 2;1900-05-21
Brielle Dean;Fast Striker;2007-11-10
Cameron Mclaughlin;Kya: Dark Lineage;1965-12-23
Meghan Bullock;Tom Clancy's Ghost Recon: Jungle Storm;2003-02-08
Olivia Rocha;Rock Band 2;2006-02-09
Denise Larsen;Silent Hill;1920-04-20
Brielle Dean;Starblood Arena;1987-04-25
Stone Witt;Comet Crash;1922-07-19
Sandra Baxter;Buzz! Quiz World;1965-02-24
Evelyn Burch;Panzer Corps;2020-10-30
Tallulah Patrick;Torment: Tides of Numenera;1966-06-18
Addison Valdez;WordJong;1928-09-24
Adena Cabrera;Ultimate Brain Games;1952-07-14
Tamara Daugherty;NBA 2K13;1968-02-19
Lawrence Dickerson;Trillion: God of Destruction;1956-04-17
Ciara Berger;Terminator 3: The Redemption;1985-08-25
Beck Adams;Smash Hit Plunder;1960-05-12
Fitzgerald Berg;The Town of Light;1963-02-11
Danielle Campbell;Ittle Dew 2+;1998-07-05
Skyler Hobbs;2Dark;1947-07-13
Roth Bradshaw;Boogie;1904-12-28
Isadora Collier;ATV: Quad Power Racing;1990-08-21
Ocean Campbell;Soul Nomad & the World Eaters;1971-07-17
Marsden Blevins;ABZU;1928-07-19
Buffy Wood;Virtua Tennis 2009;1971-08-30
Desiree Rush;The Sims 4: Discover University;1920-02-15
Aimee Hopper;The Guild 2;1953-11-30
Francis Hodge;Marvel: Ultimate Alliance;1947-05-13
Jarrod Vasquez;Resident Evil HD Remaster;1943-08-02
Rhiannon Lyons;Zax: The Alien Hunter;1995-01-21
Raymond Barnes;Black & Bruised;1959-02-14
Basil Beach;Serious Sam II;1989-07-15
Jeanette Hodge;Lifeless Planet: Premier Edition;1930-07-06
Bertha Rosario;DJ Hero 2;1967-02-16
Denise Larsen;Kentucky Route Zero - Act I;2001-05-21
Malcolm Hoover;Age of Empires: Mythologies;1941-12-12
Felix Mitchell;The Haunted Mansion;1938-10-20
Simon Cooke;Rabbids Travel in Time 3D;2001-03-25
Todd Roberson;The Elder Scrolls Online: Elsweyr;1909-11-11
Drew Walton;The Swapper;1906-02-22
Cyrus Duran;Enter the Matrix;1908-11-07
Desiree Lindsay;From the Abyss;2017-02-25
Avram Callahan;Heroes Over Europe;1961-11-23
Raphael Meyers;Madden NFL 11;1986-09-05
Vaughan Payne;Sega Ages: Fantasy Zone;1973-11-01
Gloria Haney;Hitman - Episode 5: Colorado;2002-03-06
Todd Roberson;Tales of Hearts R;1902-02-27
Boris Hurst;Venetica;1938-06-09
Ulysses Hickman;Jotun: Valhalla Edition;1920-10-19
Raphael Puckett;1954: Alcatraz;1910-03-12
Candice Jimenez;Fable II;2017-05-08
Courtney Porter;Disney's Extreme Skate Adventure;1916-02-24
Daniel Calhoun;Lord of Arcana;1952-01-31
Giselle Bullock;Salt Lake 2002;1973-10-27
Amelia Irwin;Rayman Arena;1971-05-11
Branden Watts;Need for Speed ProStreet;1970-02-10
Maia Fitzpatrick;Bodycount;1953-08-14
Macaulay Burch;Singularity;1988-07-28
Hu Huff;King's Bounty: The Legend;2003-11-04
Charde Salinas;Silent Hill 4: The Room;1962-07-18
James Cannon;Pool Nation;2001-02-28
Stacey Hubbard;Fallout 4: Far Harbor;1923-09-18
Azalia Mckenzie;Pirates of the Caribbean: The Curse of the Black Pearl;2008-01-20
Vaughan Howe;Need for Speed Undercover;1973-03-26
Jessamine Ruiz;Sine Mora EX;1924-06-18
Heather Durham;Table Manners;1930-08-23
Yuli Gibson;Art of Balance Touch!;1986-06-15
Lev Kelley;Highland Warriors;1984-08-09
Wilma Allison;The Lord of the Rings: The Two Towers;1960-08-13
Daniel Calhoun;The Persistence VR;1907-08-06
Ferris Willis;Hotel Giant 2;1924-12-20
Xavier Hartman;NCAA College Basketball 2K3;1966-09-23
Yvonne Wells;Apache: Air Assault;1970-08-05
Pamela Harvey;The Technomancer;1946-07-14
Stacey Hubbard;Afterfall: InSanity;1901-03-23
Lee Bishop;Fight Crab;2005-09-05
Jamal Shepherd;Tony Hawk's Proving Ground;1962-07-05
Joy French;The Sexy Brutale;1945-04-14
Jesse Schmidt;Resident Evil 2;2011-05-28
Selma Gilmore;Richard & Alice;1967-08-14
Branden Collins;PAIN;2022-04-22
Upton Marks;Submerged;1970-07-13
Fuller Underwood;Streets of Rage 4;1971-04-05
Quamar Roy;Pokemon Dash;1961-05-02
Jael Farrell;Giga Wrecker Alt.;1968-02-27
Vanna Morgan;Wipeout 2048;1995-06-01
Denise Johnson;Chrome;1946-02-09
Alyssa Stein;Nex Machina: Death Machine;1955-02-23
Benedict Blair;Masquerada: Songs and Shadows;1955-07-25
Scott Mercer;Alpha Black Zero: Intrepid Protocol;1934-12-14
Tamara Daugherty;FIFA Street 2;1993-11-03
Stacey Hubbard;Under Defeat HD;1985-08-24
Imogene Fuller;Darknet;2009-02-03
Hu Nguyen;Desert Child;1930-06-19
Desiree Lindsay;For Honor: Marching Fire;2004-03-24
Charde Salinas;Resident Evil 2;1976-01-24
Amity Ortega;Pokemon HeartGold Version;1972-11-30
Jamal Shepherd;Darwinia+;1902-10-23
Courtney Porter;Xiaolin Showdown;1907-11-30
Malcolm Hoover;Fallout 4: Far Harbor;1984-02-09
Daniel Calhoun;The Last of Us: Left Behind;1951-08-05
Addison Valdez;Superman Returns;1984-09-13
Colleen Mcintyre;Warhammer: Chaosbane;1982-03-26
Elliott Terry;BlazBlue: Continuum Shift;1953-08-10
Victoria Neal;The Assembly;2001-04-25
Cameron Mclaughlin;Amnesia: The Dark Descent;1996-07-16
Samantha Weaver;X-Men: The Official Game;2020-04-29
Britanney Hardin;James Bond 007: Everything or Nothing;1999-07-29
Portia Mcmillan;Mirror's Edge;1900-01-14
Kimberly Michael;FIFA Soccer 10;2009-09-30
Paloma Miranda;Fullmetal Alchemist and the Broken Angel;1948-11-10
Xavier Henderson;Midnight Club: Street Racing;2020-08-12
Devin Valentine;NFL Street 2 Unleashed;1941-05-31
Alan Cox;MotoGP 17;1992-11-23
Jessamine O'brien;Batman: The Telltale Series - Episode 2: Children of Arkham;2008-02-12
Adria Griffin;FIFA Street;2013-08-18
Benedict Barrett;The Adventure Pals;2008-03-12
Hayden Hunter;Pokemon HeartGold Version;1982-09-11
Kirsten Bender;Everreach: Project Eden;1906-02-11
Wesley Ayala;The Book of Unwritten Tales 2;1935-01-11
Scott Mercer;Lost Sphear;1921-01-30
Daphne Powers;Skully;2014-04-03
Maia Vincent;Superman: The Man of Steel;1997-04-03
Bertha Rosario;The Elder Scrolls Online: Elsweyr;1915-08-08
Griffin Whitney;Master of Orion II: Battle at Antares;1973-02-09
Yuli Gibson;Arc of Alchemist;1964-10-22
Daphne Meyer;Cars Mater-National Championship;1975-11-29
Jarrod Vasquez;Wulverblade;1980-11-14
Justine Ingram;Arcade Classics Anniversary Collection;1931-02-17
Zenia Boyle;Entwined;2014-08-05
Genevieve Leon;Victoria: An Empire Under the Sun;1965-09-30
Daphne Meyer;MotoGP;2000-07-26
Lucius Parrish;WarioWare: Twisted!;1965-10-04
Desiree Lindsay;Link's Crossbow Training;1951-11-23
Yoshi Buckley;A Virus Named TOM;1985-11-27
Ronan Chase;Final Fantasy VII Remake;2014-07-09
Pearl Bishop;Kingdom Under Fire: Heroes;1987-03-12
Orson Vincent;Pillars of Eternity;2006-09-25
Neve Anderson;Deception IV: The Nightmare Princess;2017-11-25
Kirsten Bender;Lovers in a Dangerous Spacetime;1904-10-08
Flynn French;The Sinking City;1965-11-22
Chadwick Daniel;Coffee Crisis;1957-02-24
Rosalyn Russell;Pro Evolution Soccer 2015;1988-01-19
Dylan Hutchinson;Mafia;1948-02-02
Karly Kent;Hand of Fate 2;1990-01-03
Bree Banks;Shank;1925-01-15
Isadora Collier;Cities XL 2011;1910-06-09
Leslie Nicholson;Deca Sports DS;1938-08-19
Marsden Blevins;TimeSplitters: Future Perfect;1975-06-23
Jackson Maddox;Castlevania: Symphony of the Night;1902-03-17
Anjolie Harmon;Puzzle Chronicles;1998-01-06
Kevin Crosby;Activision Anthology;1947-09-17
